Gegenstand;zugewiesene Gruppen;Brutto Betrag;Dokument;Kostenstellen;Kreditorname;Kreditornr.;Mandantenname;Mandantennr.;Netto Betrag;Prozessinstanz;Rechnungsdatum;Standort;Externe Belegnr.;Belegart;Empfangsdatum;Link zur Aufgabe;
KST Belegung;EAV_Buchhaltung;80,04;IL00009465;907000;ARAMARK GmbH RS;700070500;Ferronordic GmbH;10002;69,00;Verwaltung;11.11.2020;Frankfurt;2021-6206593;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47267?task_form_url_id=f83b4cbb7d6d141be4fe7702be1e48e8;
KST Belegung;EAV_Buchhaltung;426,87;IL00009465;907000;ARAMARK GmbH RS;700070500;Ferronordic GmbH;10002;426,87;Verwaltung;06.11.2020;Frankfurt;5026575294;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47265?task_form_url_id=44548aaaef6c5fd269b4a788591a0801;
KST Belegung;EAV_Buchhaltung;149,06;IL00009465;907000;Wirtschaftsgesellschaft des Kfz Dresden;700013600;Ferronordic GmbH;10002;128,50;Verwaltung;09.11.2020;Frankfurt;2020-22048;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47264?task_form_url_id=a8925bed6f9bc811ac67eb9fd130e2ea;
KST Belegung;EAV_Buchhaltung;233,97;IL00009465;907000;Conrad Marketplace - Webhelp Payment Ser;700047100;Ferronordic GmbH;10002;201,70;Verwaltung;06.11.2020;Frankfurt;CM2139-00007650;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47263?task_form_url_id=cc382cadbfc27e2c37e80e087dc90e41;
KST Belegung;EAV_Buchhaltung;417,60;IL00009465;907000;WALKE-KFZ-SERVICE GmbH;700009400;Ferronordic GmbH;10002;360,00;Verwaltung;09.11.2020;Frankfurt;20200635;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47262?task_form_url_id=0d1c59d5a42ee9f2fe382119304f15ba;
KST Belegung;EAV_Buchhaltung;611,40;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;611,40;Verwaltung;06.11.2020;Frankfurt;5026575298;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47261?task_form_url_id=2aa19b239d5d3b3dcfafd2fac7a7ca38;
KST Belegung;EAV_Buchhaltung;2749,78;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;2370,50;Verwaltung;06.11.2020;Frankfurt;5026575295;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47260?task_form_url_id=8a21ee15ae9926742fcbf26fecb174c6;
KST Belegung;EAV_Buchhaltung;148,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;148,00;Verwaltung;06.11.2020;Frankfurt;5026575310;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47256?task_form_url_id=18222a4d3d37d7256430043fad7579d5;
KST Belegung;EAV_Buchhaltung;78,30;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;67,50;Verwaltung;11.11.2020;Frankfurt;R2020-1767;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47255?task_form_url_id=b6b90f326be9f7295e71efc25cd79310;
KST Belegung;EAV_Buchhaltung;436,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;436,00;Verwaltung;30.10.2020;Frankfurt;5026570351;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47253?task_form_url_id=2b2a93a36a7b2c797b3a898ac8b9177e;
KST Belegung;EAV_Buchhaltung;122,50;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;113,10;Verwaltung;06.11.2020;Frankfurt;5026575300;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47252?task_form_url_id=d35c69479e0343d8e68688a07baec07f;
KST Belegung;EAV_Buchhaltung;5,80;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;5,00;Verwaltung;06.11.2020;Frankfurt;5026575293;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47250?task_form_url_id=d6d66cb638cd60418f09ab3745022876;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Hofmeister & Meincke GmbH;700006300;Ferronordic GmbH;10002;0,00;Verwaltung;10.11.2020;Frankfurt;3712951923;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47249?task_form_url_id=81affe35358abcd05d9fa19a7e39e10b;
KST Belegung;EAV_Buchhaltung;987,70;IL00009465;907000;Hofmeister & Meincke GmbH;700006300;Ferronordic GmbH;10002;851,47;Verwaltung;11.11.2020;Frankfurt;2100139;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47248?task_form_url_id=ae6b4ec50067cc4565e7676f7642ed5c;
KST Belegung;EAV_Buchhaltung;100208,92;IL00009465;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;86387,00;Verwaltung;11.11.2020;Frankfurt;3304055;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47214?task_form_url_id=d8e00068974bcfda9be0f337d79fb31c;
KST Belegung;EAV_Buchhaltung;58,94;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;50,81;Verwaltung;10.11.2020;Frankfurt;20441636;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47213?task_form_url_id=885343b6bda3ba184e914015b1d6318d;
KST Belegung;EAV_Buchhaltung;157,50;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;135,78;Verwaltung;10.11.2020;Frankfurt;20441633;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47212?task_form_url_id=3199bf95766ab5ac98da9f80504f0718;
KST Belegung;EAV_Buchhaltung;5844,08;IL00009465;907000;Pusch Wahlig Workplace Law;700079700;Ferronordic GmbH;10002;5038,00;Verwaltung;10.11.2020;Frankfurt;2020004328;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47211?task_form_url_id=35899f77029c1ab6681005682c26681b;
KST Belegung;EAV_Buchhaltung;149,44;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;128,83;Verwaltung;10.11.2020;Frankfurt;101298;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47210?task_form_url_id=8814f69333bdf53d48a737e17737e8d0;
KST Belegung;EAV_Buchhaltung;63,10;IL00009465;907000;Wismet GmbH;700066000;Ferronordic GmbH;10002;54,40;Verwaltung;09.11.2020;Frankfurt;0294141;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47209?task_form_url_id=143cfceb420e7bac51c2b3c32bbf3f16;
KST Belegung;EAV_Buchhaltung;82,94;IL00009465;907000;Wüllhorst GmbH & Co. KG;700022000;Ferronordic GmbH;10002;71,50;Verwaltung;09.11.2020;Frankfurt;5009647;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47208?task_form_url_id=4511029f29ba7a66f9917e909d1f78c1;
KST Belegung;EAV_Buchhaltung;108,80;IL00009465;907000;Taxi u. Kurierdienst Peschke GmbH;700041200;Ferronordic GmbH;10002;93,79;Verwaltung;09.11.2020;Frankfurt;209/2020;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47207?task_form_url_id=8440e35fed0c51ee0cb126d47553cb1a;
KST Belegung;EAV_Buchhaltung;88856,00;IL00009465;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;76600,00;Verwaltung;11.11.2020;Frankfurt;3304062;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47206?task_form_url_id=b567d07e47f8b159499f6b003a0b39dd;
KST Belegung;EAV_Buchhaltung;21,46;IL00009465;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;18,50;Verwaltung;10.11.2020;Frankfurt;1919932;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47203?task_form_url_id=0e956e44230b666d634cee7de248b4bb;
KST Belegung;EAV_Buchhaltung;276,21;IL00009465;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;238,11;Verwaltung;10.11.2020;Frankfurt;207316;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47202?task_form_url_id=ce4468cabc62638f0b2b9f0594f2a456;
KST Belegung;EAV_Buchhaltung;60,49;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;52,15;Verwaltung;10.11.2020;Frankfurt;20444133;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47201?task_form_url_id=eed0c58641ad5e5b09cba446179b3ba3;
KST Belegung;EAV_Buchhaltung;1786,40;IL00009465;907000;Robert Half Deutschland GmbH & Co. KG;700005000;Ferronordic GmbH;10002;1540,00;Verwaltung;10.11.2020;Frankfurt;ATBE00036697;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47200?task_form_url_id=ddc59363db983b076c9cdb0c8824c300;
KST Belegung;EAV_Buchhaltung;401,94;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;346,50;Verwaltung;10.11.2020;Frankfurt;20441634;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47198?task_form_url_id=10a9db25abbe61bc5e8c980a0e54e7bf;
KST Belegung;EAV_Buchhaltung;3978,80;IL00009465;907000;Pusch Wahlig Workplace Law;700079700;Ferronordic GmbH;10002;3430,00;Verwaltung;10.11.2020;Frankfurt;2020004327;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47197?task_form_url_id=903561b7bfc3f9d8dcaacf06ad5e1d62;
KST Belegung;EAV_Buchhaltung;1786,40;IL00009465;907000;Robert Half Deutschland GmbH & Co. KG;700005000;Ferronordic GmbH;10002;1540,00;Verwaltung;10.11.2020;Frankfurt;ATBE00036698;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47196?task_form_url_id=4632bae9453df99c4b0e25591022e2bc;
KST Belegung;EAV_Buchhaltung;44,55;IL00009465;907000;BauCom GmbH Tief- und Straßenbau;700034800;Ferronordic GmbH;10002;38,40;Verwaltung;09.11.2020;Frankfurt;201101;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47194?task_form_url_id=9a76acce60c8950df46f71ecca170e43;
KST Belegung;EAV_Buchhaltung;118,32;IL00009465;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;102,00;Verwaltung;11.11.2020;Frankfurt;601077;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47193?task_form_url_id=6a8944011bac54a1506eb65a78f687ff;
KST Belegung;EAV_Buchhaltung;64,15;IL00009465;907000;HANSA-FLEX AG;700032700;Ferronordic GmbH;10002;55,30;Verwaltung;09.11.2020;Frankfurt;1109702721;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47191?task_form_url_id=2b108709dca8f615de23b6fcb73528d3;
KST Belegung;EAV_Buchhaltung;824,68;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;710,93;Verwaltung;10.11.2020;Frankfurt;20442990;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47190?task_form_url_id=a821e7b22825f84876213789a314fa26;
KST Belegung;EAV_Buchhaltung;2157,60;IL00009465;907000;Robert Half Deutschland GmbH & Co. KG;700005000;Ferronordic GmbH;10002;1860,00;Verwaltung;10.11.2020;Frankfurt;ATBE00036707;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47189?task_form_url_id=b2f74bd529d3e12a200dba264181dac9;
KST Belegung;EAV_Buchhaltung;11,30;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;9,74;Verwaltung;10.11.2020;Frankfurt;20441635;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47188?task_form_url_id=fcb20ba6401f68f9695c391774b9300e;
KST Belegung;EAV_Buchhaltung;291,51;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;251,30;Verwaltung;06.11.2020;Frankfurt;212407176;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47187?task_form_url_id=c43388ba2b4424fc620d66c3ee6a1f67;
KST Belegung;EAV_Buchhaltung;32,44;IL00009465;907000;REWE-Zentralfinanz eG;700078800;Ferronordic GmbH;10002;27,96;Verwaltung;09.11.2020;Frankfurt;3002348443;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47182?task_form_url_id=65fb7ee9d98b75886aa2af41bc377287;
KST Belegung;EAV_Buchhaltung;800,40;IL00009465;907000;Abschleppdienst Schwiening;700023200;Ferronordic GmbH;10002;690,00;Verwaltung;06.11.2020;Frankfurt;R/A-20-1943;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47179?task_form_url_id=e4c2c52bd6ffbc5a3b27ff0bdc4642c2;
KST Belegung;EAV_Buchhaltung;-109,14;IL00009465;907000;Abschleppdienst Schwiening;700023200;Ferronordic GmbH;10002;-94,09;Verwaltung;06.11.2020;Frankfurt;R/A-20-1944;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47178?task_form_url_id=2a69f0ee08bbd3f4386b50480b1bb977;
KST Belegung;EAV_Buchhaltung;114,84;IL00009465;907000;Verband der Vereine Creditreform e.V.;700019500;Ferronordic GmbH;10002;99,00;Verwaltung;06.11.2020;Frankfurt;4200151701;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47175?task_form_url_id=1dfc9be7ffedc37974f8a8d247fa4e64;
KST Belegung;EAV_Buchhaltung;1180,79;IL00009465;907000;Verband der Vereine Creditreform e.V.;700019500;Ferronordic GmbH;10002;1017,92;Verwaltung;02.11.2020;Frankfurt;2003498;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47169?task_form_url_id=883a9038ff788d28211d44f8bccad36c;
KST Belegung;EAV_Buchhaltung;539,00;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;539,00;Verwaltung;31.10.2020;Frankfurt;5026570672;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47168?task_form_url_id=e5071b49e2c1e58c5190e81371649c8a;
KST Belegung;EAV_Buchhaltung;522,00;IL00009465;907000;WoKi KFZ-Meisterbetrieb Inh.Karsten Wolf;700023600;Ferronordic GmbH;10002;450,00;Verwaltung;09.11.2020;Frankfurt;91983;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47165?task_form_url_id=29d577563c043b4d15a7271ea5eee76e;
KST Belegung;EAV_Buchhaltung;91,52;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;78,90;Verwaltung;03.11.2020;Frankfurt;100337336122;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47162?task_form_url_id=b54cc0c784f5cee39bfe4108add43f96;
KST Belegung;EAV_Buchhaltung;436,00;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;436,00;Verwaltung;30.10.2020;Frankfurt;5026570339;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47159?task_form_url_id=5c38f90379723cc8e5ba2c497dcebafc;
KST Belegung;EAV_Buchhaltung;71,22;IL00009465;907000;Linde GmbH, Gases Devision;700023500;Ferronordic GmbH;10002;61,40;Verwaltung;05.11.2020;Frankfurt;223;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47157?task_form_url_id=d13d4d9899aba40535e41ca7aebaddd2;
KST Belegung;EAV_Buchhaltung;86,07;IL00009465;907000;TNT Express GmbH;700021200;Ferronordic GmbH;10002;74,20;Verwaltung;10.11.2020;Frankfurt;810998996;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47156?task_form_url_id=9a327e11f98ac4f6762ad4f0c7b96e22;
KST Belegung;EAV_Buchhaltung;638,00;IL00009465;907000;WoKi KFZ-Meisterbetrieb Inh.Karsten Wolf;700023600;Ferronordic GmbH;10002;550,00;Verwaltung;05.11.2020;Frankfurt;91934;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47155?task_form_url_id=7b5c85f6ff132d158522e23ed1fdb69f;
KST Belegung;EAV_Buchhaltung;36,33;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;36,33;Verwaltung;30.10.2020;Frankfurt;7006868697;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47154?task_form_url_id=dc69dd7dc19508f57e25991fdf1e42ce;
KST Belegung;EAV_Buchhaltung;16,79;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;15,84;Verwaltung;31.10.2020;Frankfurt;7006869251;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47153?task_form_url_id=959b46b7d43e6f807f7f148b050d4536;
KST Belegung;EAV_Buchhaltung;1655,50;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;1655,50;Verwaltung;30.10.2020;Frankfurt;5026570338;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47152?task_form_url_id=d4cd26e9b4475d6587012770a484f053;
KST Belegung;EAV_Buchhaltung;148,13;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;127,70;Verwaltung;04.11.2020;Frankfurt;2020-15894;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47127?task_form_url_id=59132bffe0e99ccaa0dc1920da6fe3c5;
KST Belegung;EAV_Buchhaltung;650,33;IL00009465;907000;DKV EURO Service GmbH + Co.KG;700045300;Ferronordic GmbH;10002;560,63;Verwaltung;10.11.2020;Frankfurt;20/615953745/001;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47124?task_form_url_id=7a8585d06f19e773afafd7d8545dfcc8;
KST Belegung;EAV_Buchhaltung;725,00;IL00009465;907000;Jörg Leskien GmbH;700036700;Ferronordic GmbH;10002;625,00;Verwaltung;06.11.2020;Frankfurt;GR-03-0043365;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47123?task_form_url_id=e36a7fc6b765b13659448e8aeb596553;
KST Belegung;EAV_Buchhaltung;904,38;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;904,38;Verwaltung;09.11.2020;Frankfurt;GR-03-0043365;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47122?task_form_url_id=a2f6b1f2f3c1999082a051a528325e89;
KST Belegung;EAV_Buchhaltung;109,40;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;109,40;Verwaltung;05.11.2020;Frankfurt;2654051508;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47121?task_form_url_id=4e48a702a6593b754a04a2fb55e48842;
KST Belegung;EAV_Buchhaltung;278,04;IL00009465;907000;Büro-Eck GmbH;700075300;Ferronordic GmbH;10002;239,69;Verwaltung;09.11.2020;Frankfurt;026375;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47120?task_form_url_id=62bfe15994c546e7627175e3ce06d0d1;
KST Belegung;EAV_Buchhaltung;2857,87;IL00009465;907000;hectas Facility Services Stiftung & Co.;700024200;Ferronordic GmbH;10002;2463,68;Verwaltung;04.11.2020;Frankfurt;913047232;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47119?task_form_url_id=6cc693c9a8c9a08d1ef8b2e54c658891;
KST Belegung;EAV_Buchhaltung;707,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;707,00;Verwaltung;06.11.2020;Frankfurt;5026570929;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47117?task_form_url_id=9feadf83e0697aa8d743893c8832b7af;
KST Belegung;EAV_Buchhaltung;1450,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;1250,00;Verwaltung;06.11.2020;Frankfurt;20/1588;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47116?task_form_url_id=507ba995b0bac85d0b604ff479d142fb;
KST Belegung;EAV_Buchhaltung;168,00;IL00009465;907000;Landküche Dothen GmbH;700047900;Ferronordic GmbH;10002;160,00;Verwaltung;03.11.2020;Frankfurt;203844;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47150?task_form_url_id=db2a116c427798433cfd09e1e5abcf39;
KST Belegung;EAV_Buchhaltung;162,85;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;140,39;Verwaltung;03.11.2020;Frankfurt;10344056;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47148?task_form_url_id=ac84fc0616ead078465aad445cacb41c;
KST Belegung;EAV_Buchhaltung;342,15;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;294,96;Verwaltung;04.11.2020;Frankfurt;212405497;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47147?task_form_url_id=073291e71703885d3ea755f7e7b9f45c;
KST Belegung;EAV_Buchhaltung;147233,00;IL00009465;907000;Volvo Truck Corporation;700012400;Ferronordic GmbH;10002;126925,00;Verwaltung;09.11.2020;Frankfurt;3304032;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47146?task_form_url_id=a9427138ad298611dfd0d175f5b9cf9c;
KST Belegung;EAV_Buchhaltung;23,03;IL00009465;907000;Hellmann Worldwide Logistics Road&Rail G;700022700;Ferronordic GmbH;10002;19,85;Verwaltung;10.11.2020;Frankfurt;6323745;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47144?task_form_url_id=e18098ca9cd950100cbca5fc8701440f;
KST Belegung;EAV_Buchhaltung;98690,27;IL00009465;907000;Volvo Lastvagnar AB Volvo Truck Corp.;700051700;Ferronordic GmbH;10002;82933,00;Verwaltung;29.10.2020;Frankfurt;5225363;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47142?task_form_url_id=c8171ac024656bef30d5934e5f58c48b;
KST Belegung;EAV_Buchhaltung;307,39;IL00009465;907000;GO! Express & Logistics Frankfurt GmbH;700018000;Ferronordic GmbH;10002;264,99;Verwaltung;31.10.2020;Frankfurt;041/967043;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47137?task_form_url_id=07d9af7d4cc874e1fb419aff17e0072d;
KST Belegung;EAV_Buchhaltung;36,55;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;31,51;Verwaltung;31.10.2020;Frankfurt;7006869248;Credit Note;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47135?task_form_url_id=6a53b83f67641470fd36e4ce431b0f10;
KST Belegung;EAV_Buchhaltung;135,79;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;117,06;Verwaltung;31.10.2020;Frankfurt;2654020309;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47133?task_form_url_id=d2e593fda7c61138cb83982e3438a5b5;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;0,00;Verwaltung;31.10.2020;Frankfurt;2654020309;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47128?task_form_url_id=a5c1a9f2d1e5b0cfd84e5da7401c83ea;
